filename,width,height,class,xmin,ymin,xmax,ymax
20230517_173712_mp4-18_jpg.rf.ff90ba745f9f45aa05cd4d2c366672c6.jpg,500,500,standing-walking,38,0,110,234
image2000_198_jpg.rf.ffabc7718be31470967973284fb53772.jpg,500,500,speaking,0,0,500,500
VID20230603083955_mp4-77_jpg.rf.ffdc44015a2c56ffd72850f6072ba1c5.jpg,500,500,head-turn,71,166,129,255
VID20230603083955_mp4-77_jpg.rf.ffdc44015a2c56ffd72850f6072ba1c5.jpg,500,500,head-turn,304,88,338,152
VID20230603083955_mp4-77_jpg.rf.ffdc44015a2c56ffd72850f6072ba1c5.jpg,500,500,head-turn,425,81,467,160
VID20230603083955_mp4-77_jpg.rf.ffdc44015a2c56ffd72850f6072ba1c5.jpg,500,500,phone-holding,171,244,203,287
family9_jpeg_jpg.rf.ffa89efa6cf7c1dcc993dedfc692c91b.jpg,500,500,hand-gestures,146,121,203,244
family9_jpeg_jpg.rf.ffa89efa6cf7c1dcc993dedfc692c91b.jpg,500,500,hand-gestures,278,122,323,245
help5_jpeg_jpg.rf.2ca6cf8bd2cbd9eeda45c341e9e4482b.jpg,500,500,hand-gestures,202,189,282,303
20230602_192728_mp4-23_jpg.rf.2ca9295ecfa47f3cd7398ed7c9c01292.jpg,500,500,hand-gestures,302,116,398,212
20230602_192728_mp4-46_jpg.rf.2cb797b86edd75b4a7ab4f8628904571.jpg,500,500,hand-gestures,266,110,414,256
family1_jpeg_jpg.rf.2cc4e8517c79b9a936eac1c07b295f52.jpg,500,500,hand-gestures,172,219,248,295
family1_jpeg_jpg.rf.2cc4e8517c79b9a936eac1c07b295f52.jpg,500,500,hand-gestures,243,224,285,308
hello4_jpg.rf.2cccc9709fcbe52bc2a7d3c90d841181.jpg,500,500,hand-gestures,102,222,207,371
20230602_192626_mp4-6_jpg.rf.2cd883481e36f0d22aefbdf757d95bb6.jpg,500,500,speaking,125,196,165,272
20230517_174031_mp4-14_jpg.rf.2cdf0f66385c089a0a844369558b0892.jpg,500,500,showing-paper,198,232,252,286
20230517_174031_mp4-14_jpg.rf.2cdf0f66385c089a0a844369558b0892.jpg,500,500,showing-paper,284,218,330,282
20230517_174031_mp4-14_jpg.rf.2cdf0f66385c089a0a844369558b0892.jpg,500,500,showing-paper,329,252,373,356
20230602_193024_mp4-7_jpg.rf.2ce339cb46d8b9aff40b92ce433cbce6.jpg,500,500,showing-paper,194,67,339,494
20230602_192728_mp4-19_jpg.rf.2cf0fdbd214eda8437a1133fcbcaa0b5.jpg,500,500,hand-gestures,307,62,371,210
20230602_192728_mp4-34_jpg.rf.2cf14b7dd49233d6eeaf5486219fbd43.jpg,500,500,hand-gestures,322,84,384,248
VID20230603083955_mp4-29_jpg.rf.2d0ef0a108edc67b1c949da55265636f.jpg,500,500,head-turn,362,220,406,264
VID20230603083955_mp4-10_jpg.rf.2d11f7a06cd9b7a0cb848d7b73a0592a.jpg,500,500,head-turn,18,167,100,249
VID20230603083955_mp4-10_jpg.rf.2d11f7a06cd9b7a0cb848d7b73a0592a.jpg,500,500,head-turn,61,116,139,194
VID20230603083955_mp4-10_jpg.rf.2d11f7a06cd9b7a0cb848d7b73a0592a.jpg,500,500,phone-holding,226,245,262,309
VID20230603083955_mp4-10_jpg.rf.2d11f7a06cd9b7a0cb848d7b73a0592a.jpg,500,500,phone-holding,112,253,146,287
20230602_192728_mp4-46_jpg.rf.2d13327ddf4d1dcf0d56e034347ccb2f.jpg,500,500,hand-gestures,309,76,394,270
hello7_png_jpg.rf.2d52fe1ab5771b3211542f9075c1baed.jpg,500,500,hand-gestures,222,158,388,408
20230517_174128_mp4-10_jpg.rf.2c6c822139da4feca518a305ac7a46e6.jpg,500,500,phone-holding,174,200,204,258
20230517_174128_mp4-10_jpg.rf.2c6c822139da4feca518a305ac7a46e6.jpg,500,500,phone-holding,252,255,288,333
20230517_174128_mp4-10_jpg.rf.2c6c822139da4feca518a305ac7a46e6.jpg,500,500,phone-holding,280,190,318,260
2_jpg.rf.2d2bc2e935d4a775cce30140827ae0b1.jpg,500,500,hand-gestures,63,60,429,424
20230517_174128_mp4-5_jpg.rf.2d695fc628889d6756c867b55f0ac2b2.jpg,500,500,phone-holding,108,218,157,293
20230517_174128_mp4-5_jpg.rf.2d695fc628889d6756c867b55f0ac2b2.jpg,500,500,phone-holding,227,321,277,358
20230517_174128_mp4-5_jpg.rf.2d695fc628889d6756c867b55f0ac2b2.jpg,500,500,phone-holding,251,234,288,273
0P1-69-_jpg.rf.2d78f55d62f67dd5a132db93e7d6fd0e.jpg,500,500,phone-holding,376,253,500,405
20230517_173712_mp4-12_jpg.rf.2d906ca452e8ffbf1fae41bc8696b99c.jpg,500,500,head-turn,247,65,411,229
20230517_173712_mp4-12_jpg.rf.2d906ca452e8ffbf1fae41bc8696b99c.jpg,500,500,head-turn,160,84,280,274
20230517_173712_mp4-12_jpg.rf.2d906ca452e8ffbf1fae41bc8696b99c.jpg,500,500,head-turn,25,103,157,315
242_jpg.rf.2d6870f23e0276f3cb84f705512790f2.jpg,500,500,eyes-away,116,214,330,294
20230517_174015_mp4-4_jpg.rf.2d90f6a6167305e2330eb5690fe5dcc3.jpg,500,500,showing-paper,183,246,233,320
20230517_174015_mp4-4_jpg.rf.2d90f6a6167305e2330eb5690fe5dcc3.jpg,500,500,showing-paper,304,281,333,352
20230517_174015_mp4-4_jpg.rf.2d90f6a6167305e2330eb5690fe5dcc3.jpg,500,500,showing-paper,266,258,291,293
Arguing_053_mp4-6_jpg.rf.2d9113eddc85bda08615b7f8d5dd1c52.jpg,500,500,speaking,357,309,439,393
Arguing_053_mp4-6_jpg.rf.2d9113eddc85bda08615b7f8d5dd1c52.jpg,500,500,speaking,106,124,174,190
Arguing_053_mp4-6_jpg.rf.2d9113eddc85bda08615b7f8d5dd1c52.jpg,500,500,speaking,266,154,304,222
Arguing_053_mp4-6_jpg.rf.2d9113eddc85bda08615b7f8d5dd1c52.jpg,500,500,speaking,222,180,262,234
0P1-150-_jpg.rf.2df22baaf2ad0c617b63e49da1a05056.jpg,500,500,phone-holding,0,18,158,326
20230602_192359_mp4-34_jpg.rf.2dabded799c790c3a5da6b04e2906a80.jpg,500,500,head-turn,235,104,319,272
20230602_192359_mp4-48_jpg.rf.2da0598a77ac6031949eacdaebe94bda.jpg,500,500,head-turn,240,110,328,276
hello4_jpg.rf.2dfb8170ff96ccef424930d18c9a6550.jpg,500,500,hand-gestures,102,222,206,370
20230602_193121_mp4-29_jpg.rf.2df6a21b7d1017c14f4073a891644d0b.jpg,500,500,standing-walking,164,130,411,500
20230602_192359_mp4-39_jpg.rf.2e42103e53d038d55f66bd8d752e0008.jpg,500,500,head-turn,180,94,280,282
VID20230603083955_mp4-11_jpg.rf.2e010bfbebc7b45423e7a3e1bb1352fd.jpg,500,500,phone-holding,274,285,310,333
VID20230603083955_mp4-11_jpg.rf.2e010bfbebc7b45423e7a3e1bb1352fd.jpg,500,500,head-turn,52,172,140,260
VID20230603083955_mp4-11_jpg.rf.2e010bfbebc7b45423e7a3e1bb1352fd.jpg,500,500,head-turn,368,232,416,280
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,165,167,231,233
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,50,166,102,260
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,0,84,52,246
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,375,116,429,190
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,293,115,349,171
VID20230603083955_mp4-94_jpg.rf.2e72fb640e1acf9804557ecd98d7e6a7.jpg,500,500,head-turn,356,196,382,256
20230602_192359_mp4-25_jpg.rf.2e5aa04064a07ec8a4a344732b0734c7.jpg,500,500,head-turn,245,139,340,301
20230602_192626_mp4-35_jpg.rf.2e1ad3b424458e33901e253bdd1a687b.jpg,500,500,speaking,134,149,176,231
20230602_192728_mp4-57_jpg.rf.2e54852d6f8809bbb3726661ac589542.jpg,500,500,hand-gestures,200,62,274,236
0P1-9-_jpg.rf.2ebf48e292f834b74ed448bc7c3564f4.jpg,500,500,phone-holding,94,6,420,466
20230602_192626_mp4-8_jpg.rf.2ed4309a281b859a1cd661555f4ae5c2.jpg,500,500,speaking,151,157,190,235
20230602_192912_mp4-3_jpg.rf.2ee05c4d1a796cb3c6afa875ba051b5d.jpg,500,500,eyes-away,66,139,198,175
VID20230603083955_mp4-31_jpg.rf.2ea7adbf07a5ca70865e16b78a2fb28d.jpg,500,500,head-turn,233,218,268,268
VID20230603083955_mp4-31_jpg.rf.2ea7adbf07a5ca70865e16b78a2fb28d.jpg,500,500,head-turn,340,213,370,264
VID20230603083955_mp4-31_jpg.rf.2ea7adbf07a5ca70865e16b78a2fb28d.jpg,500,500,head-turn,401,89,430,153
VID20230603083955_mp4-31_jpg.rf.2ea7adbf07a5ca70865e16b78a2fb28d.jpg,500,500,hand-gestures,407,233,433,286
20230602_192728_mp4-18_jpg.rf.2edade833228b43e4fc22f7604608b34.jpg,500,500,hand-gestures,200,48,328,174
20230602_192728_mp4-48_jpg.rf.2e6eff569ac6427219e35ec9e69ff7b7.jpg,500,500,hand-gestures,207,61,349,201
0P1-149-_jpg.rf.2e9cc33842218ed2b999fab117de1490.jpg,500,500,phone-holding,232,156,308,208
20230602_192626_mp4-8_jpg.rf.2ea3baf8da9acab0b591c1b165276eaa.jpg,500,500,speaking,169,170,203,246
221_jpg.rf.2eb563c6aea90ac9b8a543e8879165c8.jpg,500,500,eyes-away,160,170,336,346
20230602_192359_mp4-29_jpg.rf.2e997f7d13fc161a2e016ea23fd8cf21.jpg,500,500,head-turn,224,116,360,254
20230602_192359_mp4-42_jpg.rf.2e9312d8cd71995af204c3656921dc65.jpg,500,500,head-turn,180,33,276,225
20230602_192728_mp4-25_jpg.rf.2e9a2334d2a9f040a849e86617fe4997.jpg,500,500,hand-gestures,262,30,336,210
0P1-130-_jpg.rf.2ef343dd1a641292d683cea7fb54bb0f.jpg,500,500,phone-holding,74,68,216,478
ily6_jpeg_jpg.rf.2ec9106700c9682c663fd25b54f78877.jpg,500,500,hand-gestures,44,60,272,406
0P1-54-_jpg.rf.2e7ecbb73fd13841bec004f63c7ede4a.jpg,500,500,phone-holding,179,30,311,456
VID20230603083955_mp4-19_jpg.rf.2ec49e5f56d698bc89652d57060f43c6.jpg,500,500,head-turn,54,156,129,287
VID20230603083955_mp4-19_jpg.rf.2ec49e5f56d698bc89652d57060f43c6.jpg,500,500,eyes-away,55,210,73,238
VID20230603083955_mp4-19_jpg.rf.2ec49e5f56d698bc89652d57060f43c6.jpg,500,500,head-turn,379,228,406,281
20230602_192728_mp4-51_jpg.rf.2f081075e5799854245878896234ffb4.jpg,500,500,hand-gestures,292,78,354,250
20230602_192626_mp4-27_jpg.rf.2f296ab2f376bc6c973ce494ea8bc72e.jpg,500,500,speaking,246,175,274,239
20230602_192714_mp4-4_jpg.rf.2efff76ec9da70208ff04ed9903280bb.jpg,500,500,hand-gestures,272,205,336,307
20230517_174215_mp4-2_jpg.rf.2f3fbbe13d58f4c985d9974b7057dbf5.jpg,500,500,standing-walking,423,116,486,312
20230602_192728_mp4-44_jpg.rf.2f2d4ab84ace245d49e451fef68fa7cf.jpg,500,500,hand-gestures,356,125,435,281
20230517_174031_mp4-18_jpg.rf.2f4809a6b2f584d1e72b2eddeb77a5ba.jpg,500,500,showing-paper,214,210,270,266
20230517_174031_mp4-18_jpg.rf.2f4809a6b2f584d1e72b2eddeb77a5ba.jpg,500,500,showing-paper,284,214,338,292
20230517_174031_mp4-18_jpg.rf.2f4809a6b2f584d1e72b2eddeb77a5ba.jpg,500,500,showing-paper,288,254,326,370
Arguing_030_mp4-0_jpg.rf.2f6d4304d688d6d1fe816685ac48bc0e.jpg,500,500,speaking,254,169,328,328
Arguing_030_mp4-0_jpg.rf.2f6d4304d688d6d1fe816685ac48bc0e.jpg,500,500,speaking,117,149,194,372
Arguing_030_mp4-0_jpg.rf.2f6d4304d688d6d1fe816685ac48bc0e.jpg,500,500,speaking,321,238,500,500
20230602_193121_mp4-33_jpg.rf.2f421bb6203c4421ee44731daf267ce3.jpg,500,500,standing-walking,146,66,500,488
20230517_173712_mp4-0_jpg.rf.2f358309c7d144333a1ddaeaef356288.jpg,500,500,head-turn,224,156,292,298
20230517_174128_mp4-1_jpg.rf.2f63aef95388081e70ccdef92fc9c19c.jpg,500,500,phone-holding,156,270,203,362
20230517_174128_mp4-1_jpg.rf.2f63aef95388081e70ccdef92fc9c19c.jpg,500,500,phone-holding,265,275,299,325
VID20230603083955_mp4-60_jpg.rf.2f0eee12298e6fe38d270c4110f8885b.jpg,500,500,speaking,258,238,268,254
VID20230603083955_mp4-60_jpg.rf.2f0eee12298e6fe38d270c4110f8885b.jpg,500,500,phone-holding,123,237,147,279
VID20230603083955_mp4-60_jpg.rf.2f0eee12298e6fe38d270c4110f8885b.jpg,500,500,head-turn,34,144,104,260
VID20230603083955_mp4-60_jpg.rf.2f0eee12298e6fe38d270c4110f8885b.jpg,500,500,head-turn,412,98,460,146
20230602_193024_mp4-21_jpg.rf.2f751973d1019ec41a68785d611998ea.jpg,500,500,showing-paper,236,117,346,464
20230602_192854_mp4-5_jpg.rf.2ee02fbd8b6542176b2568a9fb75e0b4.jpg,500,500,eyes-away,161,132,285,256
253_jpg.rf.2f771983b7e4539065574ed87cdae557.jpg,500,500,eyes-away,149,178,371,229
253_jpg.rf.2f771983b7e4539065574ed87cdae557.jpg,500,500,speaking,187,285,340,335
VID20230603083955_mp4-95_jpg.rf.2f4464a74aeede8b202bf89e97bab938.jpg,500,500,head-turn,157,171,213,227
VID20230603083955_mp4-95_jpg.rf.2f4464a74aeede8b202bf89e97bab938.jpg,500,500,head-turn,326,202,370,246
VID20230603083955_mp4-95_jpg.rf.2f4464a74aeede8b202bf89e97bab938.jpg,500,500,head-turn,262,221,288,281
VID20230603083955_mp4-95_jpg.rf.2f4464a74aeede8b202bf89e97bab938.jpg,500,500,head-turn,46,178,116,248
VID20230603083955_mp4-95_jpg.rf.2f4464a74aeede8b202bf89e97bab938.jpg,500,500,head-turn,0,74,52,284
20230517_173830_mp4-20_jpg.rf.2eacb9a954c9a284496e3f771a504ef3.jpg,500,500,hand-gestures,323,191,353,276
20230517_173830_mp4-20_jpg.rf.2eacb9a954c9a284496e3f771a504ef3.jpg,500,500,hand-gestures,291,200,318,250
20230517_173830_mp4-20_jpg.rf.2eacb9a954c9a284496e3f771a504ef3.jpg,500,500,hand-gestures,178,192,211,234
20230517_174128_mp4-24_jpg.rf.2f449e8b398aed0802d1e034bd16fafc.jpg,500,500,phone-holding,194,256,238,316
20230517_174128_mp4-24_jpg.rf.2f449e8b398aed0802d1e034bd16fafc.jpg,500,500,phone-holding,293,220,335,266
20230517_174128_mp4-24_jpg.rf.2f449e8b398aed0802d1e034bd16fafc.jpg,500,500,phone-holding,330,274,366,334
20230602_192359_mp4-20_jpg.rf.2f8cd01d20d866d3b57b7c6a9f6e4c92.jpg,500,500,head-turn,226,118,335,299
20230602_192854_mp4-3_jpg.rf.2f8fbd4ba9d24e35df03faf8713208ac.jpg,500,500,eyes-away,174,173,324,236
20230602_193121_mp4-34_jpg.rf.2fac51811bf49a1eae239b3cdb79fd37.jpg,500,500,standing-walking,0,102,357,497
0P1-145-_jpg.rf.2f4bdec7e15d4777f7268e59d0fad6c6.jpg,500,500,phone-holding,295,108,359,336
20230602_192359_mp4-53_jpg.rf.2fb86aa582a9e27ba73eefe6606106e2.jpg,500,500,head-turn,170,72,260,282
0P1-96-_jpg.rf.2fb5757abd27916da925e2e2c24136bc.jpg,500,500,phone-holding,203,233,255,259
house5_jpeg_jpg.rf.2fdc47491a3ebaab5b22fe5435e38e46.jpg,500,500,hand-gestures,212,314,302,454
house5_jpeg_jpg.rf.2fdc47491a3ebaab5b22fe5435e38e46.jpg,500,500,hand-gestures,272,318,404,448
20230602_192626_mp4-35_jpg.rf.2fff6c9ddb44aa182394e6de1ba12d41.jpg,500,500,speaking,154,174,210,230
20230602_192854_mp4-6_jpg.rf.2fbc65566e1fe5ccbec6e8939c413a1d.jpg,500,500,eyes-away,165,160,323,236
20230602_192728_mp4-60_jpg.rf.2ff672c9144b248a77244de268335704.jpg,500,500,hand-gestures,282,69,367,244
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,standing-walking,184,194,300,310
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,standing-walking,166,145,220,365
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,standing-walking,272,112,350,388
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,head-turn,72,132,128,260
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,head-turn,396,118,424,190
VID20230603083955_mp4-89_jpg.rf.3014ef85db9a3d3b85377a6abbaa39d5.jpg,500,500,head-turn,187,147,207,211
Arguing_029_mp4-1_jpg.rf.2fe99ce750e84c8495e953f0a7208eb5.jpg,500,500,speaking,141,118,208,332
Arguing_029_mp4-1_jpg.rf.2fe99ce750e84c8495e953f0a7208eb5.jpg,500,500,speaking,265,148,349,311
20230517_174031_mp4-14_jpg.rf.304e5df90bcafec52d200503aa6ad027.jpg,500,500,showing-paper,233,240,275,318
20230517_174031_mp4-14_jpg.rf.304e5df90bcafec52d200503aa6ad027.jpg,500,500,showing-paper,308,243,362,312
20230517_174031_mp4-14_jpg.rf.304e5df90bcafec52d200503aa6ad027.jpg,500,500,showing-paper,358,282,413,389
5thank_you_png_jpg.rf.303740b5ba6b0fad00c40b6ef131e92a.jpg,500,500,hand-gestures,108,217,246,355
20230517_173830_mp4-7_jpg.rf.3047a65b6931f003e9b29ed2e3cb8edb.jpg,500,500,hand-gestures,256,158,290,220
20230517_173830_mp4-7_jpg.rf.3047a65b6931f003e9b29ed2e3cb8edb.jpg,500,500,hand-gestures,256,270,280,314
20230517_173830_mp4-7_jpg.rf.3047a65b6931f003e9b29ed2e3cb8edb.jpg,500,500,hand-gestures,326,239,346,289
20230602_192359_mp4-37_jpg.rf.302a41c0c8b6e31b98685cf43bb14d85.jpg,500,500,head-turn,242,94,318,266
288_jpg.rf.305e1b2ec8e1bde408b1cb3073e663f6.jpg,500,500,eyes-away,123,195,367,254
image2000_174_jpg.rf.2fdeb82f3e20e13b27a345df95461b46.jpg,500,500,speaking,0,0,500,500
0P1-61-_jpg.rf.306de8b1fe823405f42fc15c1db9cb44.jpg,500,500,phone-holding,58,160,156,276
20230602_193121_mp4-34_jpg.rf.305212f9d0bb21614951f816dcbfe0e9.jpg,500,500,standing-walking,0,102,357,500
221_jpg.rf.2fdd951f3177e6140a3407366df8c32a.jpg,500,500,eyes-away,111,219,386,297
Arguing_052_mp4-4_jpg.rf.30c42516e622ba6fd233660fa39fb607.jpg,500,500,speaking,292,79,327,170
Arguing_052_mp4-4_jpg.rf.30c42516e622ba6fd233660fa39fb607.jpg,500,500,speaking,234,32,275,96
0P1-14-_jpg.rf.308e59d3c25d60a69c0cd1c730b51c45.jpg,500,500,phone-holding,182,126,259,228
0P1-92-_jpg.rf.30c44f4547448825885bb42571ea534f.jpg,500,500,phone-holding,168,216,314,380
20230602_193024_mp4-4_jpg.rf.30c878b513fd66904e966b97afee20a0.jpg,500,500,showing-paper,97,32,312,485
0P1-27-_jpg.rf.311a10f7ed4364bf3de682f57e09599d.jpg,500,500,phone-holding,3,2,500,499
20230517_174215_mp4-17_jpg.rf.30d5a15efce2cf29fc86732c3c08121f.jpg,500,500,standing-walking,258,168,418,328
image2000_174_jpg.rf.313779dec6c90361ba85a9552f59d48c.jpg,500,500,speaking,0,0,500,500
0P1-89-_jpg.rf.3134cb7013abce180a07fb980e8fc158.jpg,500,500,phone-holding,132,151,212,376
0P1-47-_jpg.rf.30cdceccaae7f77db3c7db3637e84dbb.jpg,500,500,phone-holding,114,200,186,390
20230602_193121_mp4-27_jpg.rf.30eddf632b491ac09c8f0ee1ec78f0d8.jpg,500,500,standing-walking,55,196,439,405
20230602_192728_mp4-61_jpg.rf.30a8d096eea809c922d10a7305793772.jpg,500,500,hand-gestures,293,153,389,249
20230602_193024_mp4-4_jpg.rf.3164684a8b45ffd73017d40fd358d2d5.jpg,500,500,showing-paper,97,32,313,484
VID20230603083955_mp4-37_jpg.rf.30892edaf9b060c6e66b78f0460140e8.jpg,500,500,speaking,13,157,25,171
VID20230603083955_mp4-37_jpg.rf.30892edaf9b060c6e66b78f0460140e8.jpg,500,500,hand-gestures,418,149,436,179
VID20230603083955_mp4-37_jpg.rf.30892edaf9b060c6e66b78f0460140e8.jpg,500,500,hand-gestures,284,246,294,282
0P1-20-_jpg.rf.30e7d2e09489429b0768a6abc4d7b4fb.jpg,500,500,phone-holding,66,170,250,316
20230602_192626_mp4-8_jpg.rf.31760b216faf7ff8e5b91ad78b836c9b.jpg,500,500,speaking,158,180,214,236
20230517_174031_mp4-23_jpg.rf.31df8c547cf98496a80855cfffe322df.jpg,500,500,showing-paper,145,222,213,290
20230517_174031_mp4-23_jpg.rf.31df8c547cf98496a80855cfffe322df.jpg,500,500,showing-paper,271,240,329,330
20230602_192728_mp4-33_jpg.rf.319b1df4e241ee61f8dfba94fd76be05.jpg,500,500,hand-gestures,331,143,379,235
0P1-60-_jpg.rf.3272de38b0bdba21cf96f7d61ff25502.jpg,500,500,phone-holding,47,0,466,484
20230602_192728_mp4-9_jpg.rf.31fce06c9439eefac7496c8709e42cda.jpg,500,500,hand-gestures,268,128,340,200
20230602_193121_mp4-17_jpg.rf.31c888b7f6e94d7dbe8dde305edae826.jpg,500,500,standing-walking,0,178,126,500
20230517_174015_mp4-7_jpg.rf.32609079fc6f27b6efdec72c40c8a429.jpg,500,500,showing-paper,142,222,202,303
20230517_174015_mp4-7_jpg.rf.32609079fc6f27b6efdec72c40c8a429.jpg,500,500,showing-paper,254,241,304,319
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,head-turn,65,154,132,282
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,head-turn,168,145,206,226
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,head-turn,285,110,330,173
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,head-turn,413,118,456,174
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,hand-gestures,209,234,220,254
VID20230603083955_mp4-100_jpg.rf.324808d3b659c68cf2336cbd07a97b1c.jpg,500,500,hand-gestures,38,265,80,365
